District,Location,School Type,Category,Composition,Number,Population,No/100000
Hyderabad,Rural,Higher secondary,ENROLMENT,FEMALE,640,"2,199,463",29.09801165
Hyderabad,Rural,Higher secondary,TEACHING STAFF,TOTAL,139,"2,199,463",6.319724405
Hyderabad,Rural,Higher secondary,TEACHING STAFF,MALE,109,"2,199,463",4.955755109
Hyderabad,Rural,Higher secondary,TEACHING STAFF,FEMALE,30,"2,199,463",1.363969296
Hyderabad,Total,Primary,INSTITUTIONS,TOTAL,710,"2,199,463",32.28060668
Hyderabad,Total,Primary,INSTITUTIONS,MALE,101,"2,199,463",4.592029964
Hyderabad,Total,Primary,INSTITUTIONS,FEMALE,104,"2,199,463",4.728426893
Hyderabad,Total,Primary,INSTITUTIONS,MIXED,505,"2,199,463",22.96014982
Hyderabad,Total,Primary,ENROLMENT,TOTAL,71689,"2,199,463",3259.386496
Hyderabad,Total,Primary,ENROLMENT,MALE,39949,"2,199,463",1816.30698
Hyderabad,Total,Primary,ENROLMENT,FEMALE,31740,"2,199,463",1443.079515
Hyderabad,Total,Primary,TEACHING STAFF,TOTAL,3114,"2,199,463",141.5800129
Hyderabad,Total,Primary,TEACHING STAFF,MALE,1838,"2,199,463",83.56585221
Hyderabad,Total,Primary,TEACHING STAFF,FEMALE,1276,"2,199,463",58.01416073
Hyderabad,Total,Middle,INSTITUTIONS,TOTAL,76,"2,199,463",3.455388884
Hyderabad,Total,Middle,INSTITUTIONS,MALE,15,"2,199,463",0.681984648
Hyderabad,Total,Middle,INSTITUTIONS,FEMALE,26,"2,199,463",1.182106723
Hyderabad,Total,Middle,INSTITUTIONS,MIXED,35,"2,199,463",1.591297512
Hyderabad,Total,Middle,ENROLMENT,TOTAL,22825,"2,199,463",1037.753306
Hyderabad,Total,Middle,ENROLMENT,MALE,10567,"2,199,463",480.4354517
Hyderabad,Total,Middle,ENROLMENT,FEMALE,12258,"2,199,463",557.3178544
Hyderabad,Total,Middle,TEACHING STAFF,TOTAL,1549,"2,199,463",70.42628132
Hyderabad,Total,Middle,TEACHING STAFF,MALE,731,"2,199,463",33.23538518
Hyderabad,Total,Middle,TEACHING STAFF,FEMALE,818,"2,199,463",37.19089614
Hyderabad,Total,Secondary,INSTITUTIONS,TOTAL,66,"2,199,463",3.000732452
Hyderabad,Total,Secondary,INSTITUTIONS,MALE,13,"2,199,463",0.591053362
Hyderabad,Total,Secondary,INSTITUTIONS,FEMALE,24,"2,199,463",1.091175437
Hyderabad,Total,Secondary,INSTITUTIONS,MIXED,29,"2,199,463",1.318503653
Hyderabad,Total,Secondary,ENROLMENT,TOTAL,50523,"2,199,463",2297.060692
Hyderabad,Total,Secondary,ENROLMENT,MALE,24279,"2,199,463",1103.860351
Hyderabad,Total,Secondary,ENROLMENT,FEMALE,26244,"2,199,463",1193.20034
Hyderabad,Total,Secondary,TEACHING STAFF,TOTAL,3059,"2,199,463",139.0794026
Hyderabad,Total,Secondary,TEACHING STAFF,MALE,1448,"2,199,463",65.83425136
Hyderabad,Total,Secondary,TEACHING STAFF,FEMALE,1611,"2,199,463",73.2451512
Hyderabad,Total,Higher secondary,INSTITUTIONS,TOTAL,16,"2,199,463",0.727450291
Hyderabad,Total,Higher secondary,INSTITUTIONS,MALE,4,"2,199,463",0.181862573
Hyderabad,Total,Higher secondary,INSTITUTIONS,FEMALE,6,"2,199,463",0.272793859
Hyderabad,Total,Higher secondary,INSTITUTIONS,MIXED,6,"2,199,463",0.272793859
Hyderabad,Total,Higher secondary,ENROLMENT,TOTAL,21113,"2,199,463",959.916125
Hyderabad,Total,Higher secondary,ENROLMENT,MALE,11977,"2,199,463",544.5420087
Hyderabad,Total,Higher secondary,ENROLMENT,FEMALE,9136,"2,199,463",415.3741163
Hyderabad,Total,Higher secondary,TEACHING STAFF,TOTAL,998,"2,199,463",45.37471192
Hyderabad,Total,Higher secondary,TEACHING STAFF,MALE,484,"2,199,463",22.00537131
Hyderabad,Total,Higher secondary,TEACHING STAFF,FEMALE,514,"2,199,463",23.36934061
Thatta,Urban,Primary,INSTITUTIONS,TOTAL,36,"979,817",3.67415548
Thatta,Urban,Primary,INSTITUTIONS,MALE,7,"979,817",0.714419121
Thatta,Urban,Primary,INSTITUTIONS,FEMALE,6,"979,817",0.612359247
Thatta,Urban,Primary,INSTITUTIONS,MIXED,23,"979,817",2.347377112
Thatta,Urban,Primary,ENROLMENT,TOTAL,5084,"979,817",518.8724017
Thatta,Urban,Primary,ENROLMENT,MALE,3314,"979,817",338.2264239
Thatta,Urban,Primary,ENROLMENT,FEMALE,1770,"979,817",180.6459778
Thatta,Urban,Primary,TEACHING STAFF,TOTAL,186,"979,817",18.98313665
Thatta,Urban,Primary,TEACHING STAFF,MALE,123,"979,817",12.55336456
Thatta,Urban,Primary,TEACHING STAFF,FEMALE,63,"979,817",6.42977209
Thatta,Urban,Middle,INSTITUTIONS,TOTAL,3,"979,817",0.306179623
Thatta,Urban,Middle,INSTITUTIONS,MALE,0,"979,817",0
Thatta,Urban,Middle,INSTITUTIONS,FEMALE,2,"979,817",0.204119749
Thatta,Urban,Middle,INSTITUTIONS,MIXED,1,"979,817",0.102059874
Thatta,Urban,Middle,ENROLMENT,TOTAL,78,"979,817",7.960670207
Thatta,Urban,Middle,ENROLMENT,MALE,71,"979,817",7.246251086
Thatta,Urban,Middle,ENROLMENT,FEMALE,7,"979,817",0.714419121
Thatta,Urban,Middle,TEACHING STAFF,TOTAL,4,"979,817",0.408239498
Thatta,Urban,Middle,TEACHING STAFF,MALE,4,"979,817",0.408239498
Thatta,Urban,Middle,TEACHING STAFF,FEMALE,0,"979,817",0
Thatta,Urban,Secondary,INSTITUTIONS,TOTAL,7,"979,817",0.714419121
Thatta,Urban,Secondary,INSTITUTIONS,MALE,1,"979,817",0.102059874
Thatta,Urban,Secondary,INSTITUTIONS,FEMALE,3,"979,817",0.306179623
Thatta,Urban,Secondary,INSTITUTIONS,MIXED,3,"979,817",0.306179623
Thatta,Urban,Secondary,ENROLMENT,TOTAL,3281,"979,817",334.8584481
Thatta,Urban,Secondary,ENROLMENT,MALE,2047,"979,817",208.916563
Thatta,Urban,Secondary,ENROLMENT,FEMALE,1234,"979,817",125.9418851
Thatta,Urban,Secondary,TEACHING STAFF,TOTAL,180,"979,817",18.3707774
Thatta,Urban,Secondary,TEACHING STAFF,MALE,90,"979,817",9.1853887
Thatta,Urban,Secondary,TEACHING STAFF,FEMALE,90,"979,817",9.1853887
Thatta,Urban,Higher secondary,INSTITUTIONS,TOTAL,1,"979,817",0.102059874
Thatta,Urban,Higher secondary,INSTITUTIONS,MALE,1,"979,817",0.102059874
Thatta,Urban,Higher secondary,INSTITUTIONS,FEMALE,0,"979,817",0
Thatta,Urban,Higher secondary,INSTITUTIONS,MIXED,0,"979,817",0
Thatta,Urban,Higher secondary,ENROLMENT,TOTAL,979,"979,817",99.91661708
Thatta,Urban,Higher secondary,ENROLMENT,MALE,578,"979,817",58.99060743
Thatta,Urban,Higher secondary,ENROLMENT,FEMALE,401,"979,817",40.92600965
Thatta,Urban,Higher secondary,TEACHING STAFF,TOTAL,49,"979,817",5.000933848
Thatta,Urban,Higher secondary,TEACHING STAFF,MALE,35,"979,817",3.572095606
Thatta,Urban,Higher secondary,TEACHING STAFF,FEMALE,14,"979,817",1.428838242
Thatta,Rural,Primary,INSTITUTIONS,TOTAL,1159,"979,817",118.2873945
Thatta,Rural,Primary,INSTITUTIONS,MALE,229,"979,817",23.37171125
Thatta,Rural,Primary,INSTITUTIONS,FEMALE,127,"979,817",12.96160405
Thatta,Rural,Primary,INSTITUTIONS,MIXED,803,"979,817",81.95407918
Thatta,Rural,Primary,ENROLMENT,TOTAL,53131,"979,817",5422.543189
Thatta,Rural,Primary,ENROLMENT,MALE,33171,"979,817",3385.428095
Thatta,Rural,Primary,ENROLMENT,FEMALE,19960,"979,817",2037.115094
Thatta,Rural,Primary,TEACHING STAFF,TOTAL,1679,"979,817",171.3585292
Thatta,Rural,Primary,TEACHING STAFF,MALE,1365,"979,817",139.3117286
Thatta,Rural,Primary,TEACHING STAFF,FEMALE,314,"979,817",32.04680058
Thatta,Rural,Middle,INSTITUTIONS,TOTAL,39,"979,817",3.980335103
Thatta,Rural,Middle,INSTITUTIONS,MALE,7,"979,817",0.714419121
Thatta,Rural,Middle,INSTITUTIONS,FEMALE,9,"979,817",0.91853887
Thatta,Rural,Middle,INSTITUTIONS,MIXED,23,"979,817",2.347377112
Thatta,Rural,Middle,ENROLMENT,TOTAL,2852,"979,817",291.0747619
Thatta,Rural,Middle,ENROLMENT,MALE,1811,"979,817",184.8304326
Thatta,Rural,Middle,ENROLMENT,FEMALE,1041,"979,817",106.2443293
Thatta,Rural,Middle,TEACHING STAFF,TOTAL,178,"979,817",18.16665765
Thatta,Rural,Middle,TEACHING STAFF,MALE,120,"979,817",12.24718493
Thatta,Rural,Middle,TEACHING STAFF,FEMALE,58,"979,817",5.919472718
Thatta,Rural,Secondary,INSTITUTIONS,TOTAL,31,"979,817",3.163856108
Thatta,Rural,Secondary,INSTITUTIONS,MALE,11,"979,817",1.122658619
Thatta,Rural,Secondary,INSTITUTIONS,FEMALE,7,"979,817",0.714419121
Thatta,Rural,Secondary,INSTITUTIONS,MIXED,13,"979,817",1.326778368
Thatta,Rural,Secondary,ENROLMENT,TOTAL,9075,"979,817",926.1933606
Thatta,Rural,Secondary,ENROLMENT,MALE,6314,"979,817",644.4060473
Thatta,Rural,Secondary,ENROLMENT,FEMALE,2761,"979,817",281.7873133
Thatta,Rural,Secondary,TEACHING STAFF,TOTAL,504,"979,817",51.43817672
Thatta,Rural,Secondary,TEACHING STAFF,MALE,361,"979,817",36.84361467
Thatta,Rural,Secondary,TEACHING STAFF,FEMALE,143,"979,817",14.59456205
Thatta,Rural,Higher secondary,INSTITUTIONS,TOTAL,6,"979,817",0.612359247
Thatta,Rural,Higher secondary,INSTITUTIONS,MALE,2,"979,817",0.204119749
Thatta,Rural,Higher secondary,INSTITUTIONS,FEMALE,1,"979,817",0.102059874
Thatta,Rural,Higher secondary,INSTITUTIONS,MIXED,3,"979,817",0.306179623
Thatta,Rural,Higher secondary,ENROLMENT,TOTAL,2823,"979,817",288.1150256
Thatta,Rural,Higher secondary,ENROLMENT,MALE,2138,"979,817",218.2040116
Thatta,Rural,Higher secondary,ENROLMENT,FEMALE,685,"979,817",69.911014
Thatta,Rural,Higher secondary,TEACHING STAFF,TOTAL,148,"979,817",15.10486142
Thatta,Rural,Higher secondary,TEACHING STAFF,MALE,122,"979,817",12.45130468
Thatta,Rural,Higher secondary,TEACHING STAFF,FEMALE,26,"979,817",2.653556736
Thatta,Total,Primary,INSTITUTIONS,TOTAL,1195,"979,817",121.96155
Thatta,Total,Primary,INSTITUTIONS,MALE,236,"979,817",24.08613037
Thatta,Total,Primary,INSTITUTIONS,FEMALE,133,"979,817",13.5739633
Thatta,Total,Primary,INSTITUTIONS,MIXED,826,"979,817",84.30145629
Thatta,Total,Primary,ENROLMENT,TOTAL,58215,"979,817",5941.415591
Thatta,Total,Primary,ENROLMENT,MALE,36485,"979,817",3723.654519
Thatta,Total,Primary,ENROLMENT,FEMALE,21730,"979,817",2217.761072
Thatta,Total,Primary,TEACHING STAFF,TOTAL,1865,"979,817",190.3416658
Thatta,Total,Primary,TEACHING STAFF,MALE,1488,"979,817",151.8650932
Thatta,Total,Primary,TEACHING STAFF,FEMALE,377,"979,817",38.47657267
Thatta,Total,Middle,INSTITUTIONS,TOTAL,42,"979,817",4.286514727
Thatta,Total,Middle,INSTITUTIONS,MALE,7,"979,817",0.714419121
Thatta,Total,Middle,INSTITUTIONS,FEMALE,11,"979,817",1.122658619
Thatta,Total,Middle,INSTITUTIONS,MIXED,24,"979,817",2.449436987
Thatta,Total,Middle,ENROLMENT,TOTAL,2930,"979,817",299.0354321
Thatta,Total,Middle,ENROLMENT,MALE,1882,"979,817",192.0766837
Thatta,Total,Middle,ENROLMENT,FEMALE,1048,"979,817",106.9587484
Thatta,Total,Middle,TEACHING STAFF,TOTAL,182,"979,817",18.57489715
Thatta,Total,Middle,TEACHING STAFF,MALE,124,"979,817",12.65542443
Thatta,Total,Middle,TEACHING STAFF,FEMALE,58,"979,817",5.919472718
Thatta,Total,Secondary,INSTITUTIONS,TOTAL,38,"979,817",3.878275229
Thatta,Total,Secondary,INSTITUTIONS,MALE,12,"979,817",1.224718493
Thatta,Total,Secondary,INSTITUTIONS,FEMALE,10,"979,817",1.020598744
Thatta,Total,Secondary,INSTITUTIONS,MIXED,16,"979,817",1.632957991
Thatta,Total,Secondary,ENROLMENT,TOTAL,12356,"979,817",1261.051809
Thatta,Total,Secondary,ENROLMENT,MALE,8361,"979,817",853.3226102
Thatta,Total,Secondary,ENROLMENT,FEMALE,3995,"979,817",407.7291984
Thatta,Total,Secondary,TEACHING STAFF,TOTAL,684,"979,817",69.80895412
Thatta,Total,Secondary,TEACHING STAFF,MALE,451,"979,817",46.02900338
Thatta,Total,Secondary,TEACHING STAFF,FEMALE,233,"979,817",23.77995075
Thatta,Total,Higher secondary,INSTITUTIONS,TOTAL,7,"979,817",0.714419121
Thatta,Total,Higher secondary,INSTITUTIONS,MALE,3,"979,817",0.306179623
Thatta,Total,Higher secondary,INSTITUTIONS,FEMALE,1,"979,817",0.102059874
Thatta,Total,Higher secondary,INSTITUTIONS,MIXED,3,"979,817",0.306179623
Thatta,Total,Higher secondary,ENROLMENT,TOTAL,3802,"979,817",388.0316426
Thatta,Total,Higher secondary,ENROLMENT,MALE,2716,"979,817",277.194619
Thatta,Total,Higher secondary,ENROLMENT,FEMALE,1086,"979,817",110.8370236
Thatta,Total,Higher secondary,TEACHING STAFF,TOTAL,197,"979,817",20.10579527
Thatta,Total,Higher secondary,TEACHING STAFF,MALE,157,"979,817",16.02340029
Thatta,Total,Higher secondary,TEACHING STAFF,FEMALE,40,"979,817",4.082394978
Jamshoro,Urban,Primary,INSTITUTIONS,TOTAL,40,"993,142",4.027621428
Jamshoro,Urban,Primary,INSTITUTIONS,MALE,6,"993,142",0.604143214
Jamshoro,Urban,Primary,INSTITUTIONS,FEMALE,8,"993,142",0.805524286
Jamshoro,Urban,Primary,INSTITUTIONS,MIXED,26,"993,142",2.617953928
Jamshoro,Urban,Primary,ENROLMENT,TOTAL,7852,"993,142",790.6220863
Jamshoro,Urban,Primary,ENROLMENT,MALE,4153,"993,142",418.1677947
Jamshoro,Urban,Primary,ENROLMENT,FEMALE,3699,"993,142",372.4542915
Jamshoro,Urban,Primary,TEACHING STAFF,TOTAL,267,"993,142",26.88437303
Jamshoro,Urban,Primary,TEACHING STAFF,MALE,173,"993,142",17.41946268
Jamshoro,Urban,Primary,TEACHING STAFF,FEMALE,94,"993,142",9.464910355
Jamshoro,Urban,Middle,INSTITUTIONS,TOTAL,4,"993,142",0.402762143
Jamshoro,Urban,Middle,INSTITUTIONS,MALE,0,"993,142",0
Jamshoro,Urban,Middle,INSTITUTIONS,FEMALE,1,"993,142",0.100690536
Jamshoro,Urban,Middle,INSTITUTIONS,MIXED,3,"993,142",0.302071607
Jamshoro,Urban,Middle,ENROLMENT,TOTAL,1737,"993,142",174.8994605
Jamshoro,Urban,Middle,ENROLMENT,MALE,833,"993,142",83.87521623
Jamshoro,Urban,Middle,ENROLMENT,FEMALE,904,"993,142",91.02424427
Jamshoro,Urban,Middle,TEACHING STAFF,TOTAL,52,"993,142",5.235907856
Jamshoro,Urban,Middle,TEACHING STAFF,MALE,39,"993,142",3.926930892
Jamshoro,Urban,Middle,TEACHING STAFF,FEMALE,13,"993,142",1.308976964
Jamshoro,Urban,Secondary,INSTITUTIONS,TOTAL,8,"993,142",0.805524286
Jamshoro,Urban,Secondary,INSTITUTIONS,MALE,0,"993,142",0
Jamshoro,Urban,Secondary,INSTITUTIONS,FEMALE,1,"993,142",0.100690536
Jamshoro,Urban,Secondary,INSTITUTIONS,MIXED,7,"993,142",0.70483375
Jamshoro,Urban,Secondary,ENROLMENT,TOTAL,6497,"993,142",654.1864104
Jamshoro,Urban,Secondary,ENROLMENT,MALE,4421,"993,142",445.1528583
Jamshoro,Urban,Secondary,ENROLMENT,FEMALE,2076,"993,142",209.0335521
Jamshoro,Urban,Secondary,TEACHING STAFF,TOTAL,258,"993,142",25.97815821
Jamshoro,Urban,Secondary,TEACHING STAFF,MALE,222,"993,142",22.35329892
Jamshoro,Urban,Secondary,TEACHING STAFF,FEMALE,36,"993,142",3.624859285
Jamshoro,Urban,Higher secondary,INSTITUTIONS,TOTAL,7,"993,142",0.70483375
Jamshoro,Urban,Higher secondary,INSTITUTIONS,MALE,0,"993,142",0
Jamshoro,Urban,Higher secondary,INSTITUTIONS,FEMALE,3,"993,142",0.302071607
Jamshoro,Urban,Higher secondary,INSTITUTIONS,MIXED,4,"993,142",0.402762143
Jamshoro,Urban,Higher secondary,ENROLMENT,TOTAL,10909,"993,142",1098.433054
Jamshoro,Urban,Higher secondary,ENROLMENT,MALE,6111,"993,142",615.3198636
Jamshoro,Urban,Higher secondary,ENROLMENT,FEMALE,4798,"993,142",483.1131903
Jamshoro,Urban,Higher secondary,TEACHING STAFF,TOTAL,360,"993,142",36.24859285
Jamshoro,Urban,Higher secondary,TEACHING STAFF,MALE,248,"993,142",24.97125285
Jamshoro,Urban,Higher secondary,TEACHING STAFF,FEMALE,112,"993,142",11.27734
Jamshoro,Rural,Primary,INSTITUTIONS,TOTAL,576,"993,142",57.99774856
Jamshoro,Rural,Primary,INSTITUTIONS,MALE,46,"993,142",4.631764642
Jamshoro,Rural,Primary,INSTITUTIONS,FEMALE,61,"993,142",6.142122677
Jamshoro,Rural,Primary,INSTITUTIONS,MIXED,469,"993,142",47.22386124
Jamshoro,Rural,Primary,ENROLMENT,TOTAL,40350,"993,142",4062.863115
Jamshoro,Rural,Primary,ENROLMENT,MALE,24282,"993,142",2444.967588
Jamshoro,Rural,Primary,ENROLMENT,FEMALE,16068,"993,142",1617.895528
Jamshoro,Rural,Primary,TEACHING STAFF,TOTAL,1359,"993,142",136.838438
Jamshoro,Rural,Primary,TEACHING STAFF,MALE,1024,"993,142",103.1071086
Jamshoro,Rural,Primary,TEACHING STAFF,FEMALE,335,"993,142",33.73132946
Jamshoro,Rural,Middle,INSTITUTIONS,TOTAL,27,"993,142",2.718644464
Jamshoro,Rural,Middle,INSTITUTIONS,MALE,1,"993,142",0.100690536
Jamshoro,Rural,Middle,INSTITUTIONS,FEMALE,5,"993,142",0.503452678
Jamshoro,Rural,Middle,INSTITUTIONS,MIXED,21,"993,142",2.11450125
Jamshoro,Rural,Middle,ENROLMENT,TOTAL,4988,"993,142",502.244392
Jamshoro,Rural,Middle,ENROLMENT,MALE,3008,"993,142",302.8771314
Jamshoro,Rural,Middle,ENROLMENT,FEMALE,1980,"993,142",199.3672607
Jamshoro,Rural,Middle,TEACHING STAFF,TOTAL,167,"993,142",16.81531946
Jamshoro,Rural,Middle,TEACHING STAFF,MALE,133,"993,142",13.39184125
Jamshoro,Rural,Middle,TEACHING STAFF,FEMALE,34,"993,142",3.423478214
Jamshoro,Rural,Secondary,INSTITUTIONS,TOTAL,31,"993,142",3.121406607
Jamshoro,Rural,Secondary,INSTITUTIONS,MALE,6,"993,142",0.604143214
Jamshoro,Rural,Secondary,INSTITUTIONS,FEMALE,7,"993,142",0.70483375
Jamshoro,Rural,Secondary,INSTITUTIONS,MIXED,18,"993,142",1.812429642
Jamshoro,Rural,Secondary,ENROLMENT,TOTAL,14049,"993,142",1414.601336
Jamshoro,Rural,Secondary,ENROLMENT,MALE,7481,"993,142",753.2658975
Jamshoro,Rural,Secondary,ENROLMENT,FEMALE,6568,"993,142",661.3354384
Jamshoro,Rural,Secondary,TEACHING STAFF,TOTAL,609,"993,142",61.32053624
Jamshoro,Rural,Secondary,TEACHING STAFF,MALE,367,"993,142",36.9534266
Jamshoro,Rural,Secondary,TEACHING STAFF,FEMALE,242,"993,142",24.36710964
Jamshoro,Rural,Higher secondary,INSTITUTIONS,TOTAL,1,"993,142",0.100690536
Jamshoro,Rural,Higher secondary,INSTITUTIONS,MALE,0,"993,142",0
Jamshoro,Rural,Higher secondary,INSTITUTIONS,FEMALE,1,"993,142",0.100690536
Jamshoro,Rural,Higher secondary,INSTITUTIONS,MIXED,0,"993,142",0
Jamshoro,Rural,Higher secondary,ENROLMENT,TOTAL,945,"993,142",95.15255623
Jamshoro,Rural,Higher secondary,ENROLMENT,MALE,0,"993,142",0
Jamshoro,Rural,Higher secondary,ENROLMENT,FEMALE,945,"993,142",95.15255623
Jamshoro,Rural,Higher secondary,TEACHING STAFF,TOTAL,35,"993,142",3.524168749
Jamshoro,Rural,Higher secondary,TEACHING STAFF,MALE,2,"993,142",0.201381071
Jamshoro,Rural,Higher secondary,TEACHING STAFF,FEMALE,33,"993,142",3.322787678
Jamshoro,Total,Primary,INSTITUTIONS,TOTAL,616,"993,142",62.02536999
Jamshoro,Total,Primary,INSTITUTIONS,MALE,52,"993,142",5.235907856
Jamshoro,Total,Primary,INSTITUTIONS,FEMALE,69,"993,142",6.947646963
Jamshoro,Total,Primary,INSTITUTIONS,MIXED,495,"993,142",49.84181517
Jamshoro,Total,Primary,ENROLMENT,TOTAL,48202,"993,142",4853.485202
Jamshoro,Total,Primary,ENROLMENT,MALE,28435,"993,142",2863.135382
Jamshoro,Total,Primary,ENROLMENT,FEMALE,19767,"993,142",1990.349819
Jamshoro,Total,Primary,TEACHING STAFF,TOTAL,1626,"993,142",163.722811
Jamshoro,Total,Primary,TEACHING STAFF,MALE,1197,"993,142",120.5265712
Jamshoro,Total,Primary,TEACHING STAFF,FEMALE,429,"993,142",43.19623981
Jamshoro,Total,Middle,INSTITUTIONS,TOTAL,31,"993,142",3.121406607
Jamshoro,Total,Middle,INSTITUTIONS,MALE,1,"993,142",0.100690536
Jamshoro,Total,Middle,INSTITUTIONS,FEMALE,6,"993,142",0.604143214
Jamshoro,Total,Middle,INSTITUTIONS,MIXED,24,"993,142",2.416572857
Jamshoro,Total,Middle,ENROLMENT,TOTAL,6725,"993,142",677.1438525
Jamshoro,Total,Middle,ENROLMENT,MALE,3841,"993,142",386.7523476
Jamshoro,Total,Middle,ENROLMENT,FEMALE,2884,"993,142",290.3915049
Jamshoro,Total,Middle,TEACHING STAFF,TOTAL,219,"993,142",22.05122732
Jamshoro,Total,Middle,TEACHING STAFF,MALE,172,"993,142",17.31877214
Jamshoro,Total,Middle,TEACHING STAFF,FEMALE,47,"993,142",4.732455178
Jamshoro,Total,Secondary,INSTITUTIONS,TOTAL,39,"993,142",3.926930892
Jamshoro,Total,Secondary,INSTITUTIONS,MALE,6,"993,142",0.604143214
Jamshoro,Total,Secondary,INSTITUTIONS,FEMALE,8,"993,142",0.805524286
Jamshoro,Total,Secondary,INSTITUTIONS,MIXED,25,"993,142",2.517263392
Jamshoro,Total,Secondary,ENROLMENT,TOTAL,20546,"993,142",2068.787746
Jamshoro,Total,Secondary,ENROLMENT,MALE,11902,"993,142",1198.418756
Jamshoro,Total,Secondary,ENROLMENT,FEMALE,8644,"993,142",870.3689905
Jamshoro,Total,Secondary,TEACHING STAFF,TOTAL,867,"993,142",87.29869445
Jamshoro,Total,Secondary,TEACHING STAFF,MALE,589,"993,142",59.30672552
Jamshoro,Total,Secondary,TEACHING STAFF,FEMALE,278,"993,142",27.99196892
Jamshoro,Total,Higher secondary,INSTITUTIONS,TOTAL,8,"993,142",0.805524286
Jamshoro,Total,Higher secondary,INSTITUTIONS,MALE,0,"993,142",0
Jamshoro,Total,Higher secondary,INSTITUTIONS,FEMALE,4,"993,142",0.402762143
Jamshoro,Total,Higher secondary,INSTITUTIONS,MIXED,4,"993,142",0.402762143
Jamshoro,Total,Higher secondary,ENROLMENT,TOTAL,11854,"993,142",1193.58561
Jamshoro,Total,Higher secondary,ENROLMENT,MALE,6111,"993,142",615.3198636
Jamshoro,Total,Higher secondary,ENROLMENT,FEMALE,5743,"993,142",578.2657465
Jamshoro,Total,Higher secondary,TEACHING STAFF,TOTAL,395,"993,142",39.7727616
Jamshoro,Total,Higher secondary,TEACHING STAFF,MALE,250,"993,142",25.17263392
Jamshoro,Total,Higher secondary,TEACHING STAFF,FEMALE,145,"993,142",14.60012768
Matira,Urban,Primary,INSTITUTIONS,TOTAL,46,"769,349",5.979081015
Matira,Urban,Primary,INSTITUTIONS,MALE,9,"769,349",1.169820199
Matira,Urban,Primary,INSTITUTIONS,FEMALE,1,"769,349",0.129980022
Matira,Urban,Primary,INSTITUTIONS,MIXED,36,"769,349",4.679280795
Matira,Urban,Primary,ENROLMENT,TOTAL,13246,"769,349",1721.715372
Matira,Urban,Primary,ENROLMENT,MALE,8846,"769,349",1149.803275
Matira,Urban,Primary,ENROLMENT,FEMALE,4400,"769,349",571.9120971
Matira,Urban,Primary,TEACHING STAFF,TOTAL,583,"769,349",75.77835287
Matira,Urban,Primary,TEACHING STAFF,MALE,428,"769,349",55.63144945
Matira,Urban,Primary,TEACHING STAFF,FEMALE,155,"769,349",20.14690342
Matira,Urban,Middle,INSTITUTIONS,TOTAL,1,"769,349",0.129980022
Matira,Urban,Middle,INSTITUTIONS,MALE,1,"769,349",0.129980022
Matira,Urban,Middle,INSTITUTIONS,FEMALE,0,"769,349",0
Matira,Urban,Middle,INSTITUTIONS,MIXED,0,"769,349",0
Matira,Urban,Middle,ENROLMENT,TOTAL,50,"769,349",6.499001104
Matira,Urban,Middle,ENROLMENT,MALE,50,"769,349",6.499001104
Matira,Urban,Middle,ENROLMENT,FEMALE,0,"769,349",0
Matira,Urban,Middle,TEACHING STAFF,TOTAL,9,"769,349",1.169820199
Matira,Urban,Middle,TEACHING STAFF,MALE,9,"769,349",1.169820199
Matira,Urban,Middle,TEACHING STAFF,FEMALE,0,"769,349",0
Matira,Urban,Secondary,INSTITUTIONS,TOTAL,7,"769,349",0.909860154
Matira,Urban,Secondary,INSTITUTIONS,MALE,0,"769,349",0
Matira,Urban,Secondary,INSTITUTIONS,FEMALE,3,"769,349",0.389940066
Matira,Urban,Secondary,INSTITUTIONS,MIXED,4,"769,349",0.519920088
Matira,Urban,Secondary,ENROLMENT,TOTAL,6494,"769,349",844.0902633
Matira,Urban,Secondary,ENROLMENT,MALE,2788,"769,349",362.3843015
Matira,Urban,Secondary,ENROLMENT,FEMALE,3706,"769,349",481.7059618
Matira,Urban,Secondary,TEACHING STAFF,TOTAL,248,"769,349",32.23504547
Matira,Urban,Secondary,TEACHING STAFF,MALE,127,"769,349",16.5074628
Matira,Urban,Secondary,TEACHING STAFF,FEMALE,121,"769,349",15.72758267
Matira,Urban,Higher secondary,INSTITUTIONS,TOTAL,1,"769,349",0.129980022
Matira,Urban,Higher secondary,INSTITUTIONS,MALE,1,"769,349",0.129980022
Matira,Urban,Higher secondary,INSTITUTIONS,FEMALE,0,"769,349",0
Matira,Urban,Higher secondary,INSTITUTIONS,MIXED,0,"769,349",0
Matira,Urban,Higher secondary,ENROLMENT,TOTAL,1795,"769,349",233.3141396
Matira,Urban,Higher secondary,ENROLMENT,MALE,1280,"769,349",166.3744283
Matira,Urban,Higher secondary,ENROLMENT,FEMALE,515,"769,349",66.93971137
Matira,Urban,Higher secondary,TEACHING STAFF,TOTAL,43,"769,349",5.589140949
Matira,Urban,Higher secondary,TEACHING STAFF,MALE,25,"769,349",3.249500552
Matira,Urban,Higher secondary,TEACHING STAFF,FEMALE,18,"769,349",2.339640397
Matira,Rural,Primary,INSTITUTIONS,TOTAL,721,"769,349",93.71559591
